contigName	contigLen	totalAvgDepth	2739367630.fna_vs_CSCW.mum.bam.sorted	2739367630.fna_vs_CSCW.mum.bam.sorted-var	2739367630.fna_vs_CSCX.mum.bam.sorted	2739367630.fna_vs_CSCX.mum.bam.sorted-var	2739367630.fna_vs_CSGH.mum.bam.sorted	2739367630.fna_vs_CSGH.mum.bam.sorted-var	2739367630.fna_vs_CSGO.mum.bam.sorted	2739367630.fna_vs_CSGO.mum.bam.sorted-var	2739367630.fna_vs_CSGT.mum.bam.sorted	2739367630.fna_vs_CSGT.mum.bam.sorted-var	2739367630.fna_vs_CSGW.mum.bam.sorted	2739367630.fna_vs_CSGW.mum.bam.sorted-var	2739367630.fna_vs_CSGY.mum.bam.sorted	2739367630.fna_vs_CSGY.mum.bam.sorted-var	2739367630.fna_vs_CSHY.mum.bam.sorted	2739367630.fna_vs_CSHY.mum.bam.sorted-var	2739367630.fna_vs_CSNA.mum.bam.sorted	2739367630.fna_vs_CSNA.mum.bam.sorted-var	2739367630.fna_vs_CSNB.mum.bam.sorted	2739367630.fna_vs_CSNB.mum.bam.sorted-var	2739367630.fna_vs_CSNS.mum.bam.sorted	2739367630.fna_vs_CSNS.mum.bam.sorted-var	2739367630.fna_vs_CXON.mum.bam.sorted	2739367630.fna_vs_CXON.mum.bam.sorted-var	2739367630.fna_vs_CXOT.mum.bam.sorted	2739367630.fna_vs_CXOT.mum.bam.sorted-var	2739367630.fna_vs_CXPP.mum.bam.sorted	2739367630.fna_vs_CXPP.mum.bam.sorted-var	2739367630.fna_vs_CXPU.mum.bam.sorted	2739367630.fna_vs_CXPU.mum.bam.sorted-var	2739367630.fna_vs_CXPY.mum.bam.sorted	2739367630.fna_vs_CXPY.mum.bam.sorted-var	2739367630.fna_vs_CXSC.mum.bam.sorted	2739367630.fna_vs_CXSC.mum.bam.sorted-var	2739367630.fna_vs_CXSG.mum.bam.sorted	2739367630.fna_vs_CXSG.mum.bam.sorted-var	2739367630.fna_vs_CXSH.mum.bam.sorted	2739367630.fna_vs_CXSH.mum.bam.sorted-var	2739367630.fna_vs_CXSN.mum.bam.sorted	2739367630.fna_vs_CXSN.mum.bam.sorted-var	2739367630.fna_vs_CXSP.mum.bam.sorted	2739367630.fna_vs_CXSP.mum.bam.sorted-var	2739367630.fna_vs_HZHY.mum.bam.sorted	2739367630.fna_vs_HZHY.mum.bam.sorted-var	2739367630.fna_vs_HZIA.mum.bam.sorted	2739367630.fna_vs_HZIA.mum.bam.sorted-var	2739367630.fna_vs_HZIB.mum.bam.sorted	2739367630.fna_vs_HZIB.mum.bam.sorted-var	2739367630.fna_vs_PTWY.mum.bam.sorted	2739367630.fna_vs_PTWY.mum.bam.sorted-var	2739367630.fna_vs_PTWZ.mum.bam.sorted	2739367630.fna_vs_PTWZ.mum.bam.sorted-var	2739367630.fna_vs_PTXA.mum.bam.sorted	2739367630.fna_vs_PTXA.mum.bam.sorted-var	2739367630.fna_vs_PTXB.mum.bam.sorted	2739367630.fna_vs_PTXB.mum.bam.sorted-var	2739367630.fna_vs_PTXC.mum.bam.sorted	2739367630.fna_vs_PTXC.mum.bam.sorted-var	2739367630.fna_vs_PTXG.mum.bam.sorted	2739367630.fna_vs_PTXG.mum.bam.sorted-var	2739367630.fna_vs_PTXH.mum.bam.sorted	2739367630.fna_vs_PTXH.mum.bam.sorted-var	2739367630.fna_vs_PTXN.mum.bam.sorted	2739367630.fna_vs_PTXN.mum.bam.sorted-var	2739367630.fna_vs_PTXO.mum.bam.sorted	2739367630.fna_vs_PTXO.mum.bam.sorted-var	2739367630.fna_vs_PTXP.mum.bam.sorted	2739367630.fna_vs_PTXP.mum.bam.sorted-var	2739367630.fna_vs_PTXS.mum.bam.sorted	2739367630.fna_vs_PTXS.mum.bam.sorted-var	2739367630.fna_vs_PTXT.mum.bam.sorted	2739367630.fna_vs_PTXT.mum.bam.sorted-var	2739367630.fna_vs_PTXU.mum.bam.sorted	2739367630.fna_vs_PTXU.mum.bam.sorted-var	2739367630.fna_vs_PTXW.mum.bam.sorted	2739367630.fna_vs_PTXW.mum.bam.sorted-var	2739367630.fna_vs_PTXX.mum.bam.sorted	2739367630.fna_vs_PTXX.mum.bam.sorted-var	2739367630.fna_vs_PTXY.mum.bam.sorted	2739367630.fna_vs_PTXY.mum.bam.sorted-var	2739367630.fna_vs_PTXZ.mum.bam.sorted	2739367630.fna_vs_PTXZ.mum.bam.sorted-var	2739367630.fna_vs_PTYA.mum.bam.sorted	2739367630.fna_vs_PTYA.mum.bam.sorted-var	2739367630.fna_vs_PTYB.mum.bam.sorted	2739367630.fna_vs_PTYB.mum.bam.sorted-var	2739367630.fna_vs_PTYC.mum.bam.sorted	2739367630.fna_vs_PTYC.mum.bam.sorted-var	2739367630.fna_vs_PTYG.mum.bam.sorted	2739367630.fna_vs_PTYG.mum.bam.sorted-var	2739367630.fna_vs_PTYH.mum.bam.sorted	2739367630.fna_vs_PTYH.mum.bam.sorted-var	2739367630.fna_vs_PTYN.mum.bam.sorted	2739367630.fna_vs_PTYN.mum.bam.sorted-var	2739367630.fna_vs_PTYO.mum.bam.sorted	2739367630.fna_vs_PTYO.mum.bam.sorted-var	2739367630.fna_vs_PTYP.mum.bam.sorted	2739367630.fna_vs_PTYP.mum.bam.sorted-var	2739367630.fna_vs_PTYS.mum.bam.sorted	2739367630.fna_vs_PTYS.mum.bam.sorted-var	2739367630.fna_vs_PTYT.mum.bam.sorted	2739367630.fna_vs_PTYT.mum.bam.sorted-var	2739367630.fna_vs_PTYU.mum.bam.sorted	2739367630.fna_vs_PTYU.mum.bam.sorted-var	2739367630.fna_vs_PTYW.mum.bam.sorted	2739367630.fna_vs_PTYW.mum.bam.sorted-var	2739367630.fna_vs_PTYX.mum.bam.sorted	2739367630.fna_vs_PTYX.mum.bam.sorted-var	2739367630.fna_vs_PTYY.mum.bam.sorted	2739367630.fna_vs_PTYY.mum.bam.sorted-var	2739367630.fna_vs_PTYZ.mum.bam.sorted	2739367630.fna_vs_PTYZ.mum.bam.sorted-var	2739367630.fna_vs_PTZA.mum.bam.sorted	2739367630.fna_vs_PTZA.mum.bam.sorted-var	2739367630.fna_vs_PTZB.mum.bam.sorted	2739367630.fna_vs_PTZB.mum.bam.sorted-var	2739367630.fna_vs_PTZC.mum.bam.sorted	2739367630.fna_vs_PTZC.mum.bam.sorted-var	2739367630.fna_vs_PTZG.mum.bam.sorted	2739367630.fna_vs_PTZG.mum.bam.sorted-var	2739367630.fna_vs_PTZH.mum.bam.sorted	2739367630.fna_vs_PTZH.mum.bam.sorted-var	2739367630.fna_vs_PTZN.mum.bam.sorted	2739367630.fna_vs_PTZN.mum.bam.sorted-var	2739367630.fna_vs_PTZO.mum.bam.sorted	2739367630.fna_vs_PTZO.mum.bam.sorted-var	2739367630.fna_vs_PTZP.mum.bam.sorted	2739367630.fna_vs_PTZP.mum.bam.sorted-var	2739367630.fna_vs_PTZS.mum.bam.sorted	2739367630.fna_vs_PTZS.mum.bam.sorted-var	2739367630.fna_vs_PTZT.mum.bam.sorted	2739367630.fna_vs_PTZT.mum.bam.sorted-var	2739367630.fna_vs_PTZU.mum.bam.sorted	2739367630.fna_vs_PTZU.mum.bam.sorted-var	2739367630.fna_vs_PTZW.mum.bam.sorted	2739367630.fna_vs_PTZW.mum.bam.sorted-var	2739367630.fna_vs_PTZX.mum.bam.sorted	2739367630.fna_vs_PTZX.mum.bam.sorted-var	2739367630.fna_vs_PTZY.mum.bam.sorted	2739367630.fna_vs_PTZY.mum.bam.sorted-var	2739367630.fna_vs_PTZZ.mum.bam.sorted	2739367630.fna_vs_PTZZ.mum.bam.sorted-var	2739367630.fna_vs_PUAA.mum.bam.sorted	2739367630.fna_vs_PUAA.mum.bam.sorted-var	2739367630.fna_vs_PUAB.mum.bam.sorted	2739367630.fna_vs_PUAB.mum.bam.sorted-var	2739367630.fna_vs_PUAC.mum.bam.sorted	2739367630.fna_vs_PUAC.mum.bam.sorted-var	2739367630.fna_vs_PUAG.mum.bam.sorted	2739367630.fna_vs_PUAG.mum.bam.sorted-var	2739367630.fna_vs_PUAH.mum.bam.sorted	2739367630.fna_vs_PUAH.mum.bam.sorted-var	2739367630.fna_vs_PUAN.mum.bam.sorted	2739367630.fna_vs_PUAN.mum.bam.sorted-var	2739367630.fna_vs_PUAO.mum.bam.sorted	2739367630.fna_vs_PUAO.mum.bam.sorted-var	2739367630.fna_vs_PUAP.mum.bam.sorted	2739367630.fna_vs_PUAP.mum.bam.sorted-var	2739367630.fna_vs_PUAS.mum.bam.sorted	2739367630.fna_vs_PUAS.mum.bam.sorted-var	2739367630.fna_vs_PUAT.mum.bam.sorted	2739367630.fna_vs_PUAT.mum.bam.sorted-var	2739367630.fna_vs_PUAU.mum.bam.sorted	2739367630.fna_vs_PUAU.mum.bam.sorted-var	2739367630.fna_vs_PUAW.mum.bam.sorted	2739367630.fna_vs_PUAW.mum.bam.sorted-var	2739367630.fna_vs_PUAX.mum.bam.sorted	2739367630.fna_vs_PUAX.mum.bam.sorted-var	2739367630.fna_vs_PUAY.mum.bam.sorted	2739367630.fna_vs_PUAY.mum.bam.sorted-var	2739367630.fna_vs_PUAZ.mum.bam.sorted	2739367630.fna_vs_PUAZ.mum.bam.sorted-var	2739367630.fna_vs_PUBA.mum.bam.sorted	2739367630.fna_vs_PUBA.mum.bam.sorted-var	2739367630.fna_vs_PUBB.mum.bam.sorted	2739367630.fna_vs_PUBB.mum.bam.sorted-var	2739367630.fna_vs_PUBC.mum.bam.sorted	2739367630.fna_vs_PUBC.mum.bam.sorted-var	2739367630.fna_vs_PUBG.mum.bam.sorted	2739367630.fna_vs_PUBG.mum.bam.sorted-var	2739367630.fna_vs_PUBH.mum.bam.sorted	2739367630.fna_vs_PUBH.mum.bam.sorted-var	2739367630.fna_vs_PUBN.mum.bam.sorted	2739367630.fna_vs_PUBN.mum.bam.sorted-var	2739367630.fna_vs_PUBO.mum.bam.sorted	2739367630.fna_vs_PUBO.mum.bam.sorted-var	2739367630.fna_vs_PUBP.mum.bam.sorted	2739367630.fna_vs_PUBP.mum.bam.sorted-var	2739367630.fna_vs_PUBS.mum.bam.sorted	2739367630.fna_vs_PUBS.mum.bam.sorted-var	2739367630.fna_vs_PUBT.mum.bam.sorted	2739367630.fna_vs_PUBT.mum.bam.sorted-var	2739367630.fna_vs_PUBU.mum.bam.sorted	2739367630.fna_vs_PUBU.mum.bam.sorted-var
Ga0191958_101 Betaproteobacteria bacterium JGI_MCM14ME259 (unscreened) : Ga0191958_101	33091	4.34677	0	0	0	0	0	0	0	0	0	0	0	0	0.00816611	0.0080962	0	0	0.0170304	0.0167497	0	0	0	0	0	0	0	0	0	0	0.00628396	0.00624614	0	0	0.0239216	0.0233509	0	0	0.0246805	0.0240729	0	0	0	0	0	0	0.00458395	0.00455968	0.00437145	0.00435144	0.0446556	0.0478779	0.0311466	0.0301807	0.0171822	0.030004	0.0261376	0.0334642	0	0	0	0	0	0	0.0045536	0.00452814	0	0	0	0	0.0405574	0.0493454	0	0	0	0	0.22088	0.217106	0	0	0.273307	0.278222	0.0314502	0.0319135	0.0758933	0.090479	0.162988	0.140866	0	0	0.101424	0.178573	0	0	0	0	0	0	0.0431984	0.0605094	0	0	0.0167269	0.016452	0.0045536	0.00453148	0.00910719	0.00903259	0	0	0	0	0.0136608	0.0134713	0	0	0.0603503	0.0909637	0.268814	0.271184	1.00871	1.1599	0.228499	0.22938	0.0179715	0.01765	0.0355788	0.0434136	0.0114143	0.01129	0	0	0	0	0.0481467	0.0553024	0	0	0	0	0.0390395	0.0386528	0	0	0	0	0.00910719	0.00903263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045536	0.00452841	0.11211	0.13008	0.684072	0.757828	0.0304484	0.0295165	0.0986916	0.119813	0	0	0	0	0.143408	0.159292	0.0554324	0.0755038	0	0	0.0258037	0.0251427	0.0832701	0.0830669	0.0821165	0.089959	0	0	0	0	0.0927719	0.0879334
Ga0191958_102 Betaproteobacteria bacterium JGI_MCM14ME259 (unscreened) : Ga0191958_102	17106	4.54459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125619	0.0124007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116183	0.0114846	0	0	0.0176929	0.0173784	0	0	0	0	0.0134466	0.0132673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0474758	0.0539573	0.0113234	0.0111903	0.00884643	0.00876686	0	0	0	0	0.0810922	0.0915094	0	0	0.00884643	0.00876787	0.188016	0.156828	0.0176929	0.0173806	0.36005	0.265911	0.0237084	0.0231494	0.0488912	0.0480296	0.16071	0.188127	0	0	0.117775	0.124813	0.0176929	0.020678	0	0	0	0	0.0213494	0.0208968	0	0	0	0	0	0	0.0176929	0.0173795	0.00684124	0.00679382	0	0	0.00884643	0.008768	0	0	0.0596839	0.0667261	0.297358	0.358484	1.04052	1.08106	0.301486	0.343155	0	0	0.0250649	0.0244396	0	0	0	0	0	0	0.0265393	0.0258347	0.0176929	0.0224504	0	0	0.012444	0.012288	0	0	0.0138594	0.0136732	0.0176929	0.0173742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0432885	0.0414214	0.669085	0.554735	0.0872847	0.0797836	0.109873	0.122338	0	0	0	0	0.143784	0.146354	0.0600967	0.0647406	0	0	0.0288393	0.0280093	0.155343	0.151278	0.104683	0.101298	0	0	0	0	0.127801	0.142749
Ga0191958_103 Betaproteobacteria bacterium JGI_MCM14ME259 (unscreened) : Ga0191958_103	17048	1.05208	0	0	0	0	0	0	0	0	0	0	0.0306545	0.0437961	0.0113623	0.0112318	0	0	0	0	0	0	0	0	0	0	0.0177536	0.0186205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100663	0.158033	0.0101787	0.0100765	0	0	0	0	0	0	0	0	0	0	0.0100604	0.00996118	0	0	0.0217777	0.021312	0	0	0.0177536	0.0174388	0	0	0.0177536	0.0174367	0	0	0	0	0.111966	0.152944	0	0	0.0949817	0.152731	0.00887679	0.00879808	0.0177536	0.01744	0.0448574	0.0428488	0	0	0.0160966	0.0158374	0	0	0	0	0	0	0	0	0	0	0.0330217	0.0571492	0.044384	0.0432413	0.0177536	0.0174352	0	0	0	0	0.0246775	0.0240707	0	0	0	0	0.00887679	0.00879808	0.0505385	0.0497683	0.0266304	0.042736	0.0279323	0.0328419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234347	0.0228869	0.00887679	0.00879779	0	0	0	0	0.0104746	0.0103647	0	0	0.0461001	0.0439839	0	0	0	0	0.0320156	0.0309937	0.0567523	0.0637172	0.0114806	0.0113509	0.0266304	0.0415538	0	0	0	0	0.00929104	0.00920672	0	0	0	0	0	0	0	0	0.0300036	0.0454438	0.00887679	0.00879775	0	0	0.0218369	0.0213615
Ga0191958_104 Betaproteobacteria bacterium JGI_MCM14ME259 (unscreened) : Ga0191958_104	13728	2.53204	0	0	0	0	0	0	0.0147297	0.0145127	0	0	0	0	0	0	0	0	0.0370452	0.0375912	0	0	0	0	0	0	0	0	0	0	0.0142142	0.0140099	0	0	0	0	0	0	0.0119311	0.0117864	0	0	0	0	0	0	0	0	0	0	0	0	0.0220946	0.0216081	0	0	0.0220946	0.0216081	0	0	0	0	0	0	0	0	0.0159817	0.0157301	0	0	0.0399175	0.0383226	0	0	0.0220946	0.0216081	0.0728384	0.0675416	0	0	0.202534	0.190396	0.0110473	0.0109261	0.0278392	0.0270563	0.119973	0.143306	0	0	0.0480189	0.0778418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169539	0.183522	0.769701	1.25471	0.111578	0.118288	0.0109736	0.0108554	0.060981	0.0898159	0	0	0	0	0	0	0	0	0	0	0	0	0.0171601	0.0168635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0442628	0.0423017	0.447047	0.657364	0.0110473	0.0109261	0	0	0	0	0	0	0.0894093	0.127817	0.0220946	0.0216081	0	0	0	0	0.013404	0.0132284	0.0441891	0.043271	0.0128885	0.0127244	0	0	0.0254087	0.0247622
Ga0191958_105 Betaproteobacteria bacterium JGI_MCM14ME259 (unscreened) : Ga0191958_105	13038	5.27149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0593575	0.0816148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261484	0.025467	0	0	0.0614525	0.0576836	0	0	0	0	0	0	0	0	0.0149752	0.0147535	0	0	0.0207169	0.0202883	0.0401148	0.0388215	0.0349162	0.0433229	0	0	0.0584264	0.0550197	0	0	0	0	0	0	0	0	0.224084	0.225115	0	0	0.0116387	0.0115046	0.284839	0.269978	0	0	0.528243	0.973701	0.0384078	0.0369358	0.0961359	0.0869021	0.201738	0.196581	0	0	0.10599	0.0947601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116387	0.0115056	0	0	0	0	0.0741775	0.0686753	0	0	0.0464773	0.0443155	0.283985	0.271321	1.41201	2.25782	0.407123	0.401091	0.0116387	0.0115055	0.0308038	0.0298554	0	0	0	0	0.0404252	0.0976123	0.038175	0.0392061	0	0	0	0	0.0145872	0.0143757	0	0	0	0	0.0116387	0.0115049	0.0184668	0.0181229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0377871	0.0363663	0.517613	0.888716	0.0349938	0.0337701	0.0349162	0.0337009	0	0	0	0	0.10374	0.0929772	0.0509001	0.0483075	0	0	0.0349162	0.0337013	0.118715	0.129612	0.0914029	0.0832132	0	0	0	0	0.038175	0.0395185
Ga0191958_106 Betaproteobacteria bacterium JGI_MCM14ME259 (unscreened) : Ga0191958_106	11268	3.33999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0259939	0.0267597	0	0	0	0	0	0	0.0134916	0.0133115	0	0	0.0216766	0.0212115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134916	0.0133119	0.0134916	0.0133115	0	0	0.0134916	0.0133109	0	0	0	0	0	0	0	0	0.0348984	0.0336862	0	0	0	0	0.169725	0.195261	0	0	0.169545	0.140808	0.0134916	0.0133115	0	0	0.0832884	0.0763702	0	0	0.0356179	0.0343544	0	0	0	0	0.0125022	0.0123446	0	0	0	0	0	0	0.0160101	0.0157563	0	0	0.0269833	0.0262585	0	0	0	0	0	0	0.0601727	0.0565517	0.126911	0.115139	1.00468	1.18669	0.308958	0.320388	0	0	0.0454218	0.0433719	0	0	0	0	0	0	0.0269833	0.0262585	0	0	0	0	0.0142112	0.0140089	0	0	0.0257241	0.0250691	0.0134916	0.0133119	0	0	0.0131319	0.0129567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0269833	0.029317	0.603976	0.55076	0.0367872	0.0354362	0.0557654	0.0526626	0	0	0	0	0.0496492	0.0471901	0.0269833	0.0262607	0	0	0.014481	0.0142737	0.0134916	0.0133111	0.143821	0.182112	0	0	0	0	0.0646699	0.0605025
Ga0191958_107 Betaproteobacteria bacterium JGI_MCM14ME259 (unscreened) : Ga0191958_107	10401	2.54053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146327	0.01442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292654	0.0309477	0	0	0	0	0.018047	0.01772	0	0	0.066335	0.0990095	0	0	0	0	0	0	0	0	0.0848698	0.109868	0	0	0.0199005	0.019507	0.263389	0.346028	0.0146327	0.0144197	0.299581	0.315213	0.0146327	0.0144198	0.0146327	0.0144195	0.137157	0.142348	0.0202907	0.0198809	0.0292654	0.0416789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213638	0.0209107	0	0	0.0522876	0.101844	0.0352161	0.0339817	0.558677	0.662356	0.116867	0.103227	0	0	0.0292654	0.0295805	0	0	0	0	0	0	0.0212662	0.0208192	0	0	0	0	0.0149254	0.0147059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036094	0.0640496	0.282314	0.308149	0	0	0.0712126	0.0661432	0	0	0	0	0.104965	0.162249	0	0	0	0	0	0	0	0	0.132768	0.17993	0	0	0	0	0.0366793	0.0353353
Ga0191958_108 Betaproteobacteria bacterium JGI_MCM14ME259 (unscreened) : Ga0191958_108	8984	3.82862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0532035	0.0503812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0220738	0.0215898	0	0	0	0	0	0	0	0	0	0	0	0	0.0341861	0.0452469	0.0622595	0.0608838	0	0	0	0	0.0148291	0.014608	0	0	0.0126783	0.0125185	0	0	0	0	0	0	0	0	0.048902	0.0465102	0	0	0	0	0.256056	0.289925	0	0	0.138782	0.148529	0.0569391	0.0536965	0.0830881	0.0761913	0.0997283	0.103381	0.0169799	0.0166945	0.0529771	0.0501771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0975775	0.0880668	0.0169799	0.0166943	0.00950872	0.00941936	0.100634	0.0905179	1.07018	1.66253	0.364388	0.334685	0	0	0.0674666	0.062941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0280734	0.0272922	0	0	0	0	0	0	0.0339597	0.0328152	0.587616	0.584005	0.0848993	0.115282	0.0759565	0.0701958	0	0	0	0	0.0609011	0.0572078	0.10403	0.0947981	0	0	0.0485624	0.046203	0.0416572	0.0399293	0.0375821	0.0361761	0.0237718	0.0232088	0	0	0.022187	0.0216955
Ga0191958_109 Betaproteobacteria bacterium JGI_MCM14ME259 (unscreened) : Ga0191958_109	8698	5.08985	0	0	0	0	0	0	0	0	0	0	0	0	0.0526439	0.0498805	0	0	0.0217595	0.0212884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0210576	0.0206161	0.0701919	0.126811	0	0	0	0	0	0	0	0	0.017665	0.0173484	0	0	0.0350959	0.0338664	0	0	0.0188348	0.01848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157581	0.13907	0	0	0	0	0.317852	0.348143	0	0	0.304282	0.307882	0.017548	0.0172412	0.017548	0.0172418	0.236079	0.311631	0.0212915	0.0208406	0.0350959	0.0338577	0	0	0	0	0	0	0.0538138	0.0509246	0	0	0.017548	0.0172416	0	0	0.0350959	0.0338608	0	0	0	0	0.017548	0.0172416	0	0	0.0298315	0.0289472	0.337272	0.388523	1.3065	1.42563	0.332241	0.313121	0.0253861	0.0247419	0.0471455	0.044931	0	0	0	0	0	0	0	0	0	0	0	0	0.0284277	0.0276231	0	0	0	0	0.0350959	0.0338627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526439	0.0498812	0.72672	0.732619	0.0444548	0.0424885	0.194431	0.283261	0	0	0	0	0.121081	0.10643	0.0483154	0.0459828	0	0	0.0238652	0.0232955	0.0753393	0.0696719	0.133131	0.15052	0	0	0	0	0.0594291	0.0559032
Ga0191958_110 Betaproteobacteria bacterium JGI_MCM14ME259 (unscreened) : Ga0191958_110	8215	1.95313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0269064	0.0261807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185989	0.0182599	0	0	0	0	0	0	0.0185989	0.0182571	0	0	0	0	0.0371978	0.0358102	0	0	0	0	0.0970862	0.0898955	0	0	0.263236	0.261454	0.0185989	0.0182569	0.0791073	0.0728682	0.0405456	0.0389101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17111	0.169386	0.378549	0.292583	0.0743955	0.0691193	0	0	0.0264104	0.025718	0	0	0	0	0	0	0.0371978	0.0377931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0440174	0.042078	0.348667	0.460772	0.0234346	0.0228883	0.049721	0.0725725	0	0	0	0	0	0	0.0185989	0.0182594	0	0	0	0	0.0704278	0.0979634	0.083447	0.0878989	0	0	0	0	0.0272784	0.0265377
